source,target,flow
32,32,170
32,41,220
32,51,52
32,52,349
32,53,107
32,54,31
32,101,32
32,110,22
32,161,31
33,32,26
33,33,78
33,34,36
33,41,430
33,42,23
33,52,205
33,53,250
33,54,68
33,101,30
33,161,20
34,33,38
34,34,60
34,35,28
34,42,44
34,43,184
34,44,25
34,52,29
34,53,20
34,54,199
34,55,157
34,56,43
35,34,22
35,36,22
35,43,141
35,44,205
35,46,22
35,52,20
35,53,22
35,54,122
35,55,162
35,56,39
36,36,81
36,37,30
36,43,34
36,44,151
36,45,107
36,46,160
36,52,20
36,54,64
36,55,60
36,56,47,4538,,,,,
37,36,47
37,38,46
37,46,26
37,58,21
37,72,25,4703,,,,,
38,37,38
38,44,22
38,46,46
38,47,23
38,48,43
38,49,82
38,50,92
38,52,45
38,54,46
38,58,123
38,59,50
38,61,181
38,62,72
38,71,32
38,72,118
38,75,24
38,81,21
38,85,21
38,87,24
38,98,21
38,99,96
38,110,107
38,120,26
38,121,39
38,161,26,6121,,,,,
39,51,69
39,52,91
40,7,44
40,41,44
40,51,314
40,52,760
40,53,42
40,54,22
40,86,42
40,87,28
40,99,40
40,101,27
40,110,96
40,121,23
40,161,60
40,540,21
40,616,25
40,672,33,7902,,,,,
41,7,205
41,18,43
41,32,223
41,33,335
41,40,75
41,41,1321
41,42,41
41,43,94
41,44,27
41,51,184
41,52,2347
41,53,2945
41,54,315
41,55,92
41,56,24
41,61,42
41,62,44
41,63,24
41,64,46
41,65,31
41,72,66
41,74,24
41,78,63
41,87,31
41,99,131
41,101,171
41,110,540
41,116,28
41,120,78
41,121,84
41,133,102
41,161,239
41,170,22
41,177,51
41,232,38
41,261,93
41,367,79
41,387,24
41,389,126
41,433,55
41,550,42
41,586,35
41,615,35
41,616,25
41,631,20
41,642,30
41,654,56
41,660,51
41,664,35
41,672,69
41,685,20
41,698,59,18882,,,,,
42,33,31
42,34,62
42,41,52
42,42,227
42,43,232
42,51,20
42,52,138
42,53,165
42,54,838
42,55,102
42,56,21
42,101,29
42,161,35
44,18,25
44,34,21
44,35,68
44,36,135
44,41,30
44,43,436
44,44,544
44,45,252
44,46,221
44,50,22
44,51,22
44,52,202
44,53,65
44,54,776
44,55,433
44,56,275
44,57,63
44,61,109
44,62,40
44,72,45
44,73,20
44,75,20
44,78,20
44,81,21
44,87,21
44,99,100
44,101,27
44,105,21
44,110,143
44,116,35
44,120,26
44,121,52
44,133,55
44,161,94
44,170,38
44,177,44
44,241,23
44,389,49
44,530,30
44,660,21
45,35,21
45,36,110
45,43,88
45,44,366
45,46,164
45,52,33
45,54,96
45,55,90
45,56,40
45,57,30
45,110,26
45,161,27
49,38,44
49,47,22
49,49,117
49,50,224
49,58,23
49,59,26
49,61,99
49,62,43
49,72,65
49,99,39
49,110,52
50,7,56
50,9,24
50,11,20
50,38,65
50,41,21
50,43,29
50,44,29
50,46,72
50,47,22
50,49,541
50,50,1829
50,52,164
50,53,25
50,54,160
50,55,20
50,56,52
50,58,52
50,59,75
50,60,458
50,61,3779
50,62,472
50,71,290
50,72,490
50,73,31
50,74,107
50,75,87
50,81,109
50,85,66
50,87,95
50,97,23
50,98,28
50,99,522
50,110,514
50,116,32
50,120,65
50,121,125
50,133,121
50,160,24
50,161,139
50,177,29
50,241,24
50,245,20
50,389,90
50,433,32
50,530,50
50,660,44
50,688,133,38578,,,,,
51,18,20
51,32,28
51,39,30
51,40,218
51,41,179
51,43,29
51,51,819
51,52,1895
51,53,206
51,54,157
51,55,20
51,56,20
51,63,32
51,65,49
51,76,24
51,78,24
51,99,78
51,101,107
51,110,127
51,121,29
51,133,32
51,161,108
51,177,29
51,389,23
52,5,24
52,7,436
52,9,97
52,11,131
52,14,20
52,17,23
52,18,196
52,19,27
52,27,32
52,32,459
52,33,250
52,34,28
52,38,32
52,39,115
52,40,891
52,41,2593
52,42,125
52,43,485
52,44,243
52,45,23
52,46,103
52,50,144
52,51,1913
52,52,15818
52,53,8115
52,54,1408
52,55,328
52,56,193
52,58,27
52,59,20
52,60,49
52,61,1715
52,62,890
52,63,361
52,64,401
52,65,439
52,71,64
52,72,267
52,73,29
52,74,44
52,75,50
52,76,155
52,77,336
52,78,312
52,81,122
52,85,99
52,87,198
52,88,80
52,90,174
52,98,71
52,99,1450
52,101,1054
52,102,150
52,105,61
52,110,1525
52,112,24
52,116,288
52,120,200
52,121,338
52,133,578
52,135,71
52,136,69
52,140,24
52,145,25
52,146,57
52,151,25
52,157,31
52,160,45
52,161,1169
52,165,91
52,170,381
52,176,127
52,177,254
52,207,40
52,229,100
52,232,41
52,240,59
52,241,352
52,245,29
52,260,225
52,261,135
52,367,143
52,383,53
52,385,39
52,387,530
52,389,641
52,402,38
52,407,36
52,409,156
52,412,45
52,424,50
52,432,34
52,433,348
52,438,177
52,441,35
52,444,45
52,455,48
52,456,29
52,477,20
52,498,137
52,501,25
52,505,49
52,506,20
52,512,60
52,528,48
52,529,49
52,530,490
52,540,20
52,550,71
52,552,28
52,555,21
52,559,30
52,563,42
52,564,29
52,576,20
52,580,35
52,585,248
52,592,145
52,594,122
52,598,25
52,600,41
52,611,20
52,612,23
52,616,101
52,618,228
52,619,46
52,620,50
52,626,83
52,629,25
52,630,47
52,631,142
52,633,386
52,635,80
52,640,30
52,642,54
52,643,106
52,645,87
52,647,33
52,653,142
52,654,26
52,656,31
52,660,499
52,664,20
52,670,69
52,672,44
52,680,178
52,687,134
52,688,863
52,693,41
52,694,63
52,697,359
52,698,31
52,700,34
52,701,31
53,7,300
53,9,26
53,11,26
53,17,28
53,18,103
53,19,72
53,32,114
53,33,167
53,40,42
53,41,2463
53,42,60
53,43,134
53,44,77
53,46,38
53,51,173
53,52,6214
53,53,160
53,54,345
53,55,111
53,56,37
53,58,27
53,61,203
53,62,68
53,63,56
53,64,86
53,65,137
53,72,97
53,73,23
53,74,44
53,76,27
53,77,54
53,78,70
53,81,39
53,85,35
53,87,32
53,88,26
53,90,52
53,97,28
53,98,43
53,99,258
53,101,322
53,102,48
53,105,37
53,110,308
53,116,68
53,120,127
53,121,126
53,133,193
53,135,23
53,136,27
53,146,28
53,148,20
53,157,30
53,161,393
53,165,22
53,170,89
53,176,61
53,177,73
53,191,50
53,229,29
53,232,160
53,241,85
53,260,25
53,261,267
53,363,84
53,367,155
53,381,32
53,385,27
53,387,144
53,388,58
53,389,350
53,404,59
53,409,42
53,424,28
53,433,116
53,438,29
53,451,50
53,481,63
53,498,20
53,528,24
53,530,56
53,550,150
53,552,24
53,555,37
53,565,24
53,570,23
53,585,44
53,586,143
53,592,20
53,613,62
53,616,25
53,618,106
53,627,53
53,629,116
53,631,57
53,633,87
53,640,21
53,643,21
53,645,23
53,653,26
53,654,212
53,660,153
53,662,28
53,665,44
53,670,29
53,672,64
53,680,20
53,687,20
53,688,90
53,697,20
54,7,148
54,9,29
54,11,34
54,18,105
54,32,49
54,33,115
54,34,269
54,35,122
54,36,43
54,38,28
54,40,22
54,41,308
54,42,999
54,43,4989
54,44,775
54,45,85
54,46,272
54,50,69
54,51,122
54,52,1375
54,53,433
54,54,4182
54,55,5833
54,56,465
54,57,42
54,61,505
54,62,202
54,65,200
54,66,68
54,67,71
54,71,26
54,72,121
54,74,22
54,75,29
54,78,93
54,81,76
54,85,33
54,87,88
54,90,66
54,91,81
54,98,24
54,99,523
54,101,258
54,102,34
54,104,20
54,105,26
54,110,492
54,116,167
54,120,72
54,121,143
54,133,257
54,136,34
54,146,22
54,161,446
54,165,22
54,170,167
54,176,53
54,177,102
54,229,34
54,241,215
54,260,29
54,261,33
54,367,23
54,387,147
54,389,230
54,433,123
54,438,80
54,444,20
54,455,24
54,505,34
54,512,24
54,528,25
54,530,127
54,550,39
54,585,55
54,592,47
54,594,31
54,611,20
54,618,50
54,620,20
54,633,60
54,635,33
54,653,25
54,660,114
54,670,29
54,680,38
54,688,249
54,697,89
54,700,20
60,49,81
60,50,346
60,52,21
60,59,23
60,60,35
60,61,1233
60,62,80
60,71,40
60,72,115
60,75,20
60,81,21
60,85,21
60,87,25
60,99,88
60,110,84
60,120,22
60,121,33
60,133,29
60,161,25,148032,,,,,
61,7,517
61,9,82
61,11,117
61,18,37
61,38,184
61,41,97
61,43,288
61,44,132
61,46,173
61,47,51
61,49,347
61,50,4735
61,51,22
61,52,1570
61,53,224
61,54,992
61,55,164
61,56,106
61,58,239
61,59,484
61,60,2230
61,61,49927
61,62,10826
61,71,1380
61,72,4890
61,73,1359
61,74,521
61,75,346
61,81,620
61,83,103
61,84,147
61,85,651
61,86,23
61,87,705
61,97,103
61,98,348
61,99,5235
61,101,56
61,105,20
61,110,3646
61,116,120
61,120,489
61,121,794
61,133,1158
61,160,20
61,161,1002
61,170,303
61,177,216
61,229,85
61,241,567
61,245,64
61,260,160
61,261,103
61,367,221
61,387,682
61,389,1204
61,409,188
61,412,125
61,424,29
61,432,44
61,433,703
61,438,196
61,444,20
61,455,22
61,498,117
61,501,31
61,505,82
61,512,58
61,528,53
61,529,24
61,530,876
61,550,76
61,555,21
61,559,27
61,563,46
61,580,25
61,585,352
61,592,244
61,594,89
61,600,39
61,611,20
61,616,26
61,618,115
61,620,49
61,626,166
61,631,50
61,633,358
61,635,81
61,643,24
61,645,127
61,653,223
61,660,800
61,670,70
61,672,25
61,679,20
61,680,189
61,687,235
61,688,2549
61,693,20
61,694,100
61,697,846
61,698,23
61,701,28
62,7,155
62,9,41
62,11,52
62,38,64
62,41,62
62,43,165
62,44,87
62,46,88
62,47,26
62,49,59
62,50,614
62,51,23
62,52,799
62,53,95
62,54,326
62,55,100
62,56,71
62,58,85
62,59,188
62,60,312
62,61,15349
62,62,2162
62,71,645
62,72,1616
62,73,1357
62,74,2065
62,75,261
62,81,254
62,83,64
62,84,87
62,85,467
62,86,24
62,87,379
62,97,101
62,98,129
62,99,1638
62,101,65
62,105,20
62,110,1818
62,116,81
62,120,197
62,121,296
62,133,518
62,160,27
62,161,522
62,170,163
62,176,29
62,177,73
62,229,53
62,232,35
62,240,38
62,241,192
62,260,133
62,261,55
62,367,79
62,385,23
62,387,349
62,389,559
62,409,141
62,412,46
62,432,27
62,433,225
62,438,76
62,498,28
62,501,28
62,512,26
62,528,29
62,529,37
62,530,272
62,550,37
62,563,25
62,585,131
62,592,101
62,594,42
62,600,43
62,616,32
62,618,75
62,619,20
62,620,22
62,626,37
62,631,63
62,633,131
62,635,46
62,643,20
62,645,46
62,653,139
62,654,22
62,660,278
62,664,20
62,670,73
62,679,25
62,680,84
62,687,109
62,688,643
62,693,24
62,697,285
74,7,175
74,18,26
74,41,39
74,43,30
74,50,76
74,52,41
74,53,56
74,54,44
74,58,31
74,59,35
74,60,40
74,61,630
74,62,1265
74,71,54
74,72,255
74,73,168
74,74,195
74,75,169
74,81,38
74,85,283
74,86,49
74,87,310
74,97,67
74,98,87
74,99,318
74,110,390
74,120,62
74,121,126
74,133,102
74,134,49
74,148,101
74,161,112
74,170,59
74,177,37
74,232,26
74,261,60
74,324,106
74,367,80
74,389,88
74,402,49
74,433,31
74,529,20
74,530,57
74,550,25
74,613,252
74,618,32
74,654,36
74,660,151
74,664,26
74,670,107
74,672,30
74,698,35
75,7,21
75,44,20
75,46,23
75,50,66
75,52,42
75,53,24
75,54,48
75,56,25
75,58,21
75,59,50
75,60,21
75,61,429
75,62,227
75,71,42
75,72,137
75,73,57
75,74,131
75,81,24
75,85,201
75,86,42
75,87,911
75,97,86
75,98,189
75,99,416
75,110,397
75,120,72
75,121,116
75,133,97
75,146,24
75,161,70
75,389,28,308178,,,,,
87,7,131
87,9,27
87,11,21
87,38,28
87,43,90
87,44,24
87,46,30
87,50,155
87,52,279
87,53,67
87,54,157
87,55,44
87,56,32
87,58,22
87,59,33
87,60,78
87,61,994
87,62,493
87,71,129
87,72,243
87,73,55
87,74,349
87,75,857
87,81,86
87,85,217
87,86,32
87,87,1526
87,97,101
87,98,539
87,99,5485
87,101,54
87,105,20
87,110,1846
87,116,64
87,120,368
87,121,530
87,133,495
87,146,53
87,160,78
87,161,434
87,163,23
87,170,82
87,176,30
87,177,83
87,229,27
87,232,23
87,240,32
87,241,122
87,258,23
87,260,91
87,261,145
87,367,87
87,387,180
87,389,267
87,409,52
87,433,119
87,498,22
87,529,20
87,530,91
87,550,21
87,585,21
87,616,20
87,631,20
87,633,20
87,653,21
87,660,108
87,672,45
87,688,124
87,697,53
99,5,66
99,7,681
99,9,143
99,11,116
99,18,134
99,19,37
99,32,33
99,35,22
99,36,24
99,37,22
99,38,161
99,40,57
99,41,220
99,42,23
99,43,420
99,44,225
99,45,42
99,46,210
99,47,37
99,49,81
99,50,660
99,51,124
99,52,1862
99,53,378
99,54,873
99,55,286
99,56,138
99,58,100
99,59,141
99,60,326
99,61,6374
99,62,2160
99,63,24
99,65,92
99,70,32
99,71,398
99,72,1287
99,73,420
99,74,356
99,75,594
99,77,40
99,78,50
99,81,327
99,83,163
99,84,106
99,85,851
99,86,128
99,87,6422
99,90,32
99,97,387
99,98,2484
99,101,208
99,105,71
99,109,42
99,110,24572
99,112,24
99,116,214
99,119,42
99,120,15750
99,121,9230
99,133,4999
99,134,231
99,135,32
99,136,24
99,140,24
99,143,21
99,144,22
99,145,115
99,146,339
99,148,126
99,157,88
99,160,241
99,161,2608
99,163,20
99,165,38
99,167,25
99,169,69
99,170,646
99,174,72
99,176,172
99,177,445
99,182,24
99,191,48
99,207,26
99,211,29
99,212,34
99,213,23
99,214,24
99,225,20
99,228,41
99,229,240
99,231,59
99,232,276
99,240,104
99,241,778
99,245,117
99,258,25
99,259,57
99,260,542
99,261,305
99,269,22
99,289,37
99,303,40
99,305,76
99,324,20
99,343,20
99,347,24
99,363,28
99,367,521
99,370,60
99,373,23
99,381,22
99,383,83
99,385,216
99,387,1567
99,388,41
99,389,3218
99,390,33
99,391,49
99,399,30
99,402,152
99,404,32
99,407,142
99,409,339
99,410,24
99,411,27
99,412,184
99,424,174
99,430,40
99,432,133
99,433,1307
99,438,254
99,441,62
99,444,109
99,446,74
99,447,82
99,450,35
99,451,34
99,452,32
99,455,134
99,456,75
99,461,24
99,463,31
99,465,59
99,477,50
99,498,304
99,501,137
99,504,20
99,505,249
99,506,74
99,512,103
99,513,75
99,522,22
99,524,26
99,527,21
99,528,150
99,529,139
99,530,1371
99,531,36
99,540,72
99,547,25
99,548,39
99,550,405
99,551,114
99,552,36
99,553,85
99,554,24
99,555,68
99,559,70
99,560,29
99,561,52
99,562,44
99,563,152
99,564,89
99,566,26
99,567,38
99,576,24
99,578,30
99,579,132
99,580,98
99,581,40
99,584,54
99,585,956
99,586,36
99,588,25
99,592,541
99,593,25
99,594,175
99,598,52
99,600,255
99,601,21
99,606,20
99,611,58
99,612,48
99,613,20
99,616,185
99,617,107
99,618,454
99,619,113
99,620,244
99,625,35
99,626,265
99,627,64
99,628,31
99,629,82
99,630,90
99,631,484
99,633,1100
99,635,154
99,640,96
99,642,34
99,643,68
99,644,30
99,645,266
99,647,60
99,651,24
99,653,288
99,654,100
99,655,31
99,656,63
99,659,26
99,660,1493
99,661,105
99,664,109
99,665,37
99,666,43
99,667,41
99,669,68
99,670,353
99,671,21
99,672,191
99,673,24
99,674,23
99,679,130
99,680,684
99,685,26
99,686,32
99,687,593
99,688,4060
99,689,19
99,690,26
99,693,170
99,694,282
99,696,40
99,697,864
99,698,110
99,700,38
99,701,111
99,702,124
110,5,79
110,7,1175
110,9,199
110,11,157
110,18,123
110,19,23
110,32,54
110,36,24
110,38,173
110,40,153
110,41,403
110,43,401
110,44,254
110,45,30
110,46,253
110,49,58
110,50,580
110,51,139
110,52,1787
110,53,378
110,54,750
110,55,306
110,56,185
110,57,27
110,58,143
110,59,168
110,60,306
110,61,5013
110,62,2046
110,65,51
110,71,413
110,72,1135
110,73,376
110,74,400
110,75,463
110,78,76
110,81,349
110,83,145
110,84,103
110,85,624
110,86,168
110,87,1654
110,95,33
110,97,250
110,98,659
110,99,21693
110,101,303
110,105,77
110,109,24
110,110,6667
110,116,278
110,119,53
110,120,4308
110,121,12749
110,133,2781
110,134,519
110,135,36
110,136,31
110,145,143
110,146,348
110,148,293
110,157,99
110,160,329
110,161,3022
110,165,58
110,169,116
110,170,832
110,174,104
110,176,213
110,177,508
110,189,23
110,191,59
110,207,29
110,212,57
110,225,25
110,228,62
110,229,209
110,231,62
110,232,249
110,240,178
110,241,831
110,245,58
110,259,77
110,260,670
110,261,398
110,274,32
110,289,25
110,303,32
110,305,36
110,347,28
110,363,21
110,367,681
110,370,53
110,383,83
110,385,167
110,387,1550
110,388,25
110,389,1625
110,390,35
110,391,87
110,393,42
110,399,22
110,402,232
110,407,131
110,409,389
110,411,20
110,412,174
110,424,136
110,430,52
110,432,135
110,433,1116
110,438,303
110,441,75
110,444,123
110,446,61
110,447,53
110,452,23
110,453,20
110,455,160
110,456,64
110,465,28
110,481,21
110,495,23
110,498,295
110,501,142
110,505,189
110,506,36
110,512,92
110,513,56
110,516,23
110,524,62
110,528,159
110,529,252
110,530,1070
110,531,20
110,540,266
110,550,252
110,551,132
110,552,30
110,553,35
110,554,20
110,555,119
110,559,102
110,560,25
110,561,22
110,562,97
110,563,115
110,564,67
110,567,23
110,571,31
110,578,33
110,579,82
110,580,99
110,581,22
110,584,21
110,585,531
110,586,22
110,591,20
110,592,501
110,593,27
110,594,195
110,598,39
110,600,168
110,606,26
110,611,57
110,612,54
110,613,51
110,615,26
110,616,363
110,617,106
110,618,571
110,619,121
110,620,191
110,626,199
110,627,49
110,628,137
110,629,51
110,630,146
110,631,436
110,632,20
110,633,747
110,635,154
110,640,44
110,642,107
110,643,93
110,644,26
110,645,224
110,647,90
110,653,247
110,654,93
110,655,44
110,656,58
110,659,62
110,660,1616
110,661,66
110,664,489
110,666,26
110,669,29
110,670,342
110,671,62
110,672,710
110,673,121
110,674,96
110,679,82
110,680,506
110,685,39
110,686,22
110,687,349
110,688,1690
110,693,112
110,694,222
110,697,696
110,698,191
110,700,37
110,701,122
110,702,98,557370,,,,,
390,367,181
390,370,21
390,387,24
390,389,117
390,390,112
390,391,236
390,412,39
390,413,228
390,432,25
390,433,263
391,7,32
391,52,21
391,99,26
391,110,88
391,133,29
391,161,35
391,232,29
391,261,20
391,303,24
391,305,48
391,345,23
391,347,49
391,367,1235
391,368,122
391,369,288
391,370,177
391,387,313
391,388,21
391,389,633
391,390,175
391,391,2091
391,392,188
391,393,148
391,409,62
391,411,55
391,412,105
391,432,75
391,433,804
391,452,32
391,555,22
391,616,39
391,664,23
391,672,26
392,367,66
392,369,40
392,370,102
392,389,31
392,391,245
392,393,130
392,433,80
392,672,29
393,99,24
393,110,33
393,161,20
393,232,26
393,305,21
393,347,49
393,367,580
393,370,824
393,387,218
393,389,396
393,390,20
393,391,298
393,392,139
393,409,24
393,412,44
393,432,48
393,433,609
393,530,28
393,618,32
393,633,20
413,389,29
413,390,255
413,412,63
413,413,135
413,433,315,570647,,,,,
433,7,102
433,9,24
433,18,118
433,41,35
433,43,40
433,44,26
433,50,20
433,52,329
433,53,81
433,54,111
433,55,24
433,61,631
433,62,220
433,71,25
433,72,105
433,73,20
433,75,20
433,81,51
433,85,53
433,87,74
433,98,87
433,99,959
433,101,37
433,110,766
433,116,32
433,120,137
433,121,161
433,133,304
433,157,24
433,160,28
433,161,533
433,170,153
433,176,25
433,177,73
433,207,20
433,222,22
433,229,72
433,232,239
433,240,58
433,241,485
433,245,27
433,259,30
433,260,275
433,261,166
433,285,20
433,289,24
433,302,82
433,303,150
433,305,308
433,324,58
433,326,28
433,343,65
433,345,79
433,346,51
433,347,135
433,362,31
433,363,66
433,366,107
433,367,2474
433,368,60
433,369,22
433,370,563
433,381,26
433,383,65
433,385,328
433,387,3845
433,388,203
433,389,5128
433,390,561
433,391,616
433,392,48
433,393,423
433,402,77
433,406,22
433,407,183
433,409,724
433,410,162
433,411,826
433,412,15454
433,413,442
433,424,95
433,430,298
433,431,515
433,432,10561
433,433,18052
433,438,101
433,441,44
433,444,73
433,446,56
433,447,27
433,449,36
433,450,223
433,451,150
433,452,1285
433,455,41
433,456,22
433,463,21
433,465,95
433,467,23
433,468,81
433,469,88
433,486,48
433,487,33
433,488,367
433,498,189
433,501,139
433,504,42
433,505,962
433,506,349
433,512,37
433,513,31
433,516,21
433,522,24
433,523,21
433,524,57
433,528,85
433,529,58
433,530,641
433,540,203
433,550,182
433,551,52
433,552,33
433,553,80
433,554,21
433,555,61
433,559,30
433,562,31
433,563,81
433,564,62
433,567,29
433,571,23
433,576,27
433,578,21
433,579,25
433,580,47
433,584,22
433,585,575
433,586,20
433,588,31
433,591,25
433,592,273
433,594,119
433,598,34
433,600,132
433,611,29
433,612,57
433,613,20
433,616,146
433,617,105
433,618,376
433,619,60
433,620,113
433,621,23
433,626,122
433,627,29
433,628,22
433,629,35
433,630,62
433,631,339
433,633,725
433,635,120
433,636,21
433,640,61
433,643,36
433,644,22
433,645,172
433,647,35
433,653,149
433,654,58
433,655,22
433,656,26
433,660,653
433,661,21
433,664,42
433,666,22
433,670,162
433,672,99
433,673,30
433,680,322
433,687,170
433,688,949
433,693,69
433,694,118
433,696,20
433,697,288
433,698,24
433,700,23
433,701,21
452,99,24
452,367,113
452,370,29
452,387,252
452,389,361
452,391,21
452,409,25
452,411,20
452,412,154
452,430,21
452,431,30
452,432,839
452,433,1967
452,450,24
452,451,321
452,452,1708
452,468,49
452,469,628
452,488,217
452,505,226
452,506,32
469,433,109
469,452,292
469,468,22
469,469,743
469,470,135
469,487,25
469,488,1117
469,505,110,663787,,,,,
470,433,38
470,452,24
470,469,127
470,488,611
470,505,21
488,99,22
488,367,33
488,387,94
488,389,103
488,412,51
488,432,67
488,433,555
488,450,26
488,452,159
488,468,64
488,469,1102
488,470,638
488,487,105
488,488,3884
488,505,2528
488,506,682
505,7,23
505,52,79
505,54,31
505,61,105
505,99,197
505,110,118
505,133,72
505,161,91
505,241,75
505,367,100
505,387,544
505,389,812
505,409,83
505,412,168
505,432,94
505,433,1339
505,444,21
505,450,150
505,452,167
505,468,124
505,469,51
505,486,63
505,487,549
505,488,2787
505,501,87
505,504,106
505,505,7791
505,506,5423
505,523,209
505,524,926
505,530,145
505,540,266
505,550,69
505,553,52
505,585,368
505,600,59
505,618,58
505,626,53
505,631,84
505,633,191
505,635,21
505,660,159
505,670,20
505,680,20
505,688,206
505,697,58
506,99,76
506,110,79
506,133,29
506,161,28
506,367,30
506,387,202
506,389,205
506,409,36
506,412,64
506,432,36
506,433,553
506,450,33
506,452,62
506,468,23
506,469,22
506,488,704
506,501,32
506,505,5773
506,506,3366
506,523,76
506,524,436
506,530,42
506,540,117
506,585,122
506,600,23
506,616,31
506,618,32
506,626,33
506,631,43
506,633,93
506,645,22
506,688,44,711402,,,,,
524,7,33
524,53,21
524,87,28
524,99,21
524,110,74
524,133,62
524,161,30
524,177,39
524,261,42
524,367,71
524,387,30
524,389,98
524,433,76
524,450,39
524,488,20
524,498,29
524,501,45
524,503,25
524,504,40
524,505,766
524,506,317
524,522,68
524,523,486
524,524,621
524,540,1179
524,555,45
524,571,27
524,601,24
524,616,43
524,618,31
524,627,20
524,672,88
540,7,132
540,40,47
540,41,27
540,52,50
540,86,58
540,99,87
540,110,367
540,120,26
540,121,38
540,133,33
540,161,71
540,177,30
540,241,20
540,261,26
540,367,93
540,385,21
540,387,132
540,389,373
540,391,64
540,402,21
540,409,20
540,412,24
540,433,305
540,450,25
540,452,22
540,488,21
540,501,55
540,504,24
540,505,244
540,506,83
540,522,47
540,523,335
540,524,1260
540,530,25
540,539,258
540,540,3136
540,550,70
540,552,110
540,553,585
540,554,125
540,555,2098
540,569,104
540,570,52
540,571,192
540,585,362
540,588,85
540,600,124
540,613,26
540,616,405
540,617,81
540,618,208
540,619,30
540,626,23
540,628,31
540,630,59
540,631,208
540,633,146
540,645,45
540,654,20
540,660,29
540,663,32
540,664,91
540,670,65
540,672,282
540,673,36
540,674,48,729312,,,,,
555,7,82
555,18,35
555,53,45
555,61,24
555,74,21
555,99,41
555,110,182
555,133,118
555,161,54
555,177,33
555,229,21
555,232,28
555,260,20
555,261,101
555,283,88
555,367,150
555,387,90
555,389,117
555,391,40
555,433,100
555,505,20
555,524,39
555,530,23
555,540,1722
555,550,55
555,552,24
555,553,49
555,554,31
555,555,1393
555,570,20
555,571,939
555,579,49
555,585,66
555,588,109
555,600,25
555,601,21
555,603,20
555,616,176
555,617,72
555,618,266
555,619,45
555,628,48
555,629,20
555,630,25
555,631,205
555,633,80
555,645,32
555,653,20
555,654,111
555,660,95
555,664,35
555,670,23
555,672,87
571,7,23
571,18,36
571,110,39
571,133,38
571,161,25
571,261,22
571,367,35
571,385,45
571,387,23
571,389,61
571,433,51
571,540,193
571,553,54
571,554,20
571,555,814
571,570,57
571,571,1027
571,585,64
571,586,20
571,588,226
571,600,29
571,616,130
571,617,41
571,618,162
571,630,24
571,631,129
571,633,60
571,645,36
588,571,193
588,587,21
588,588,364,740709,,,,,
603,588,198
603,603,24
603,604,21
604,604,106
604,616,415
604,617,249
604,618,28
615,7,36
615,41,59
615,110,42
615,389,65
615,585,77
615,600,28
615,614,28
615,615,1108
615,616,1122
615,629,303
615,630,56
615,631,26
615,664,25
615,672,37
615,698,36
616,7,191
616,40,81
616,41,27
616,52,100
616,53,30
616,54,20
616,61,67
616,62,21
616,72,26
616,86,27
616,87,28
616,99,167
616,110,383
616,121,43
616,133,77
616,161,126
616,170,21
616,177,21
616,232,24
616,240,21
616,241,70
616,260,35
616,261,57
616,367,90
616,385,20
616,387,270
616,389,663
616,391,27
616,409,59
616,412,24
616,432,28
616,433,228
616,438,22
616,465,22
616,498,24
616,501,58
616,505,65
616,506,32
616,524,38
616,529,42
616,530,128
616,540,235
616,550,49
616,552,25
616,553,70
616,555,91
616,563,49
616,564,29
616,567,22
616,571,57
616,579,25
616,580,31
616,581,21
616,584,62
616,585,580
616,586,22
616,587,23
616,588,278
616,592,78
616,594,55
616,598,35
616,600,136
616,601,21
616,603,112
616,604,121
616,611,46
616,612,44
616,613,47
616,615,1043
616,616,7076
616,617,525
616,618,1110
